205247	205071  agreement
9802411	9602356	agreement
9802411	9603249	disagreement
9802411	9603366	agreement
9802411	9604317	disagreement
9802411	9605431	disagreement
9802411	9609381	disagreement
9802411	9702354	disagreement
9802411	9703432	disagreement
9802411	9704207	disagreement
9802411	9704406	agreement
9802411	9706410	disagreement
9802411	9709379	disagreement
9802411	9711405	agreement
9802411	9801252	agreement
9802411	9812448	disagreement
9411338	9306259	agreement
9411338	9812448	disagreement
9704406	9211254	disagreement
9704406	9308274	disagreement
9704406	9410304	disagreement
9704406	9411338	disagreement
9704406	9502348	disagreement
9704406	9502384	disagreement
9704406	9503411	disagreement
9704406	9512367	agreement
9704406	9603249	disagreement
9704406	9604317	disagreement
9704406	9605264	disagreement
9704406	9605401	agreement
9704406	9605431	disagreement
9704406	9609381	disagreement
9704406	9611433	disagreement
9704406	9701321	agreement
9704406	9702379	neutral
9704406	9702443	agreement
9704406	9812448	disagreement
9511270	9406237	neutral
9511270	9410228	disagreement
9709379	9401214	agreement
9709379	9411338	disagreement
9709379	9603249	agreement
9709379	9604317	agreement
9709379	9605431	disagreement
9709379	9609301	agreement
9709379	9609381	disagreement
9709379	9611433	agreement
9709379	9702354	disagreement
9709379	9703432	agreement
9709379	9704207	agreement
9709379	9704406	agreement
9709379	9705264	agreement
9709379	9706326	agreement
9709379	9706410	agreement
9709379	9707254	agreement
9709379	9707367	disagreement
9709379	9812448	agreement
9804379	9411338	disagreement
9804379	9506451	agreement
9804379	9602356	agreement
9804379	9603249	agreement
9804379	9603366	disagreement
9804379	9604317	disagreement
9804379	9605431	disagreement
9804379	9609381	disagreement
9804379	9701338	Agreement
9804379	9701413	disagreement
9804379	9702354	disagreement
9804379	9704207	disagreement
9804379	9704406	agreement
9804379	9706410	disagreement
9804379	9706420	agreement
9804379	9706511	agreement
9804379	9707208	agreement
9804379	9707254	agreement
9804379	9709379	agreement
9804379	9710427	disagreement
9804379	9711227	agreement
9804379	9711405	agreement
9804379	9712251	agreement
9804379	9801252	Neutral
9804379	9801260	agreement
9804379	9801369	disagreement
9804379	9802411	agreement
9804379	9812448	agreement
9707367	9402364	disagreement
9707367	9411229	disagreement
9707367	9411338	agreement
9707367	9502300	disagreement
9707367	9603408	disagreement
9707367	9609301	disagreement
9707367	9701309	agreement
9707367	9702443	disagreement
9707367	9706326	disagreement
9603408	9401277	agreement
9603408	9406237	agreement
9603408	9411338	disagreement
9603408	9412219	disagreement
9603408	9602323	disagreement
9502348	302003	agreement
9502348	9210255	agreement
9502348	9302208	agreement
9502348	9309217	disagreement
9502348	9310378	disagreement
9502348	9312323	agreement
9502348	9408395	agreement
9502348	9805232	disagreement
9307266	9207228	agreement
9307266	9302208	agreement
9801252	9401214	agreement
9801252	9402364	disagreement
9801252	9410240	disagreement
9801252	9411229	disagreement
9801252	9411338	disagreement
9801252	9502300	disagreement
9801252	9512336	agreement
9801252	9601356	disagreement
9801252	9603249	disagreement
9801252	9604317	disagreement
9801252	9605229	agreement
9801252	9605431	disagreement
9801252	9609301	disagreement
9801252	9609381	disagreement
9801252	9611433	disagreement
9801252	9612256	disagreement
9801252	9612300	disagreement
9801252	9702354	disagreement
9801252	9702379	Neutral
9801252	9703356	agreement
9801252	9703432	neutral
9801252	9703449	Agreement
9801252	9704207	neutral
9801252	9704406	agreement
9801252	9705264	disagreement
9801252	9706326	disagreement
9801252	9706344	disagreement
9801252	9706410	disagreement
9801252	9707254	agreement
9801252	9707367	disagreement
9801252	9709379	agreement
9801252	9710270	disagreement
9801252	9710427	disagreement
9801252	9711227	disagreement
9801252	9712236	disagreement
9801252	9712251	agreement
9801252	9801233	neutral
9801252	9812448	disagreement
9503411	9304227	disagreement
9503411	9404248	disagreement
9503411	9407268	disagreement
9503411	9409376	disagreement
9503411	9502348	disagreement
9410304	9306259	disagreement
9410304	9401278	disagreement
9410304	9402285	agreement
205296	2267	disagreement
205296	103314	disagreement
205296	204011	disagreement
205296	9708248	disagreement
205296	9710529	disagreement
205296	9801293	agreement
205296	9806240	disagreement
205296	9806241	disagreement
2267	9710529	disagreement
2267	9711346	disagreement
2267	9905247	agreement
9806240	9801293	agreement
9806241	9207204	disagreement
9806241	9212210	disagreement
9806241	9504225	agreement
9806241	9708248	disagreement
9806241	9711349	Agreement
9806241	9711351	agreement
9806241	9801293	disagreement
9508275	9402241	agreement
9508275	9505359	disagreement
9508275	9505385	disagreement
9505385	9205230	disagreement
9505385	9208230	agreement
9505385	9209285	disagreement
9505385	9301213	agreement
9505385	9304229	disagreement
9505385	9306212	disagreement
9505385	9311214	disagreement
9505385	9408304	agreement
9505385	9409464	disagreement
9505385	9410259	disagreement
9402241	105344	disagreement
9906520	9703397	disagreement
9703397	9609216	agreement
9304249	9205205	agreement
9710391	9511371	agreement
9710391	9607250	disagreement
9710391	9706212	disagreement
9706212	9303320	disagreement
9706212	9311321	disagreement
9706212	9505425	disagreement
9706212	9507262	disagreement
9706212	9607250	agreement
9706212	9610223	disagreement
9706212	9610542	disagreement
9706212	9611423	disagreement
9706212	9612243	disagreement
9706212	9702243	disagreement
9607250	9212278	disagreement
9607250	9310320	disagreement
9607250	9311321	disagreement
9607250	9403338	disagreement
9607250	9504292	disagreement
9607250	9601243	disagreement
9607250	9603432	disagreement
9511371	9307342	disagreement
9511371	9311321	agreement
9511371	9409458	disagreement
9511371	9504294	disagreement
9607258	9304276	disagreement
301079	6196	disagreement
301079	7228	disagreement
301079	101105	disagreement
301079	102238	The papers are in agreement.
301079	107214	disagreement
301079	108037	disagreement
301079	110301	disagreement
301079	112228	agreement
301079	112305	agreement
301079	204066	disagreement
301079	206056	disagreement
301079	207136	disagreement
301079	207160	disagreement
301079	207241	disagreement
301079	210145	disagreement
301079	9211204	disagreement
301079	9304211	disagreement
301079	9309266	disagreement
301079	9309310	agreement
301079	9311215	disagreement
301079	9312341	agreement
301079	9406354	disagreement
301079	9411278	disagreement
301079	9412208	disagreement
301079	9505434	disagreement
301079	9510443	disagreement
301079	9602305	agreement
301079	9610232	neutral
301079	9701283	agreement
301079	9703337	disagreement
301079	9703444	agreement
301079	9705435	disagreement
301079	9706298	agreement
301079	9706454	agreement
301079	9708419	disagreement
301079	9709356	disagreement
301079	9710350	disagreement
301079	9806471	disagreement
301079	9811396	disagreement
301079	9902251	disagreement
301079	9903419	disagreement
301079	9905340	disagreement
301079	9906224	neutral
301079	9908319	disagreement
301079	9911281	disagreement
210145	5183	disagreement
210145	6250	disagreement
210145	7313	agreement
210145	8046	agreement
210145	9337	agreement
210145	10003	agreement
210145	101336	neutral
210145	102316	disagreement
210145	104034	disagreement
210145	104284	agreement
210145	106027	disagreement
210145	107048	agreement
210145	108037	disagreement
210145	110121	agreement
210145	112305	disagreement
210145	204225	neutral
210145	207036	disagreement
210145	207101	disagreement
210145	207241	disagreement
210145	207242	agreement
210145	208159	disagreement
210145	209306	agreement
210145	210031	agreement
210145	9303270	disagreement
210145	9306309	disagreement
210145	9402253	disagreement
210145	9504364	agreement
210145	9511250	agreement
210145	9511292	disagreement
210145	9604387	agreement
210145	9607485	disagreement
210145	9612464	neutral
210145	9701231	agreement
210145	9701392	agreement
210145	9703442	disagreement
210145	9707497	disagreement
210145	9710312	disagreement
210145	9711402	agreement
210145	9712257	disagreement
210145	9712305	disagreement
210145	9806308	agreement
210145	9807350	disagreement
210145	9808328	disagreement
210145	9811308	agreement
210145	9909476	agreement
210145	9912516	disagreement
9309266	9204226	disagreement
9309266	9303238	disagreement
9309266	9304211	agreement
9309266	9306229	Disagreement
9309266	9307324	disagreement
9309266	9309310	disagreement
9602305	9204226	disagreement
9602305	9208242	disagreement
9602305	9303238	disagreement
9602305	9304211	disagreement
9602305	9306229	disagreement
9602305	9307324	disagreement
9602305	9309266	Agreement
9602305	9309310	disagreement
9602305	9312341	disagreement
9602305	9404321	agreement
9602305	9406235	disagreement
9602305	9406354	agreement
9602305	9407317	disagreement
9602305	9407324	agreement
9602305	9408250	disagreement
9309310	9204226	agreement
9309310	9206208	disagreement
9908319	9607317	neutral
9908319	9703288	disagreement
9908319	9703436	agreement
9908319	9812481	disagreement
9908319	9906209	agreement
102238	2259	Agreement
102238	5274	disagreement
102238	101347	disagreement
102238	102085	agreement
102238	102122	disagreement
102238	102131	agreement
102238	102145	disagreement
102238	102146	disagreement
102238	102147	disagreement
102238	102157	disagreement
102238	102176	disagreement
102238	102180	agreement
102238	102193	disagreement
102238	102199	disagreement
102238	102204	agreement
102238	102211	disagreement
102238	9309310	agreement
102238	9507263	disagreement
102238	9703337	disagreement
102238	9703433	agreement
102238	9704322	disagreement
102238	9707334	disagreement
102238	9707412	disagreement
102238	9807483	disagreement
102238	9810277	disagreement
9412208	9207221	disagreement
9412208	9209251	disagreement
9412208	9311340	disagreement
9412208	9403350	disagreement
9412208	9408315	disagreement
9903419	9211204	disagreement
9903419	9405253	agreement
9903419	9502385	disagreement
9903419	9703444	disagreement
9903419	9708272	disagreement
9903419	9709445	disagreement
9903419	9801375	disagreement
9903419	9809525	agreement
9903419	9810440	disagreement
112305	1002	disagreement
112305	2089	agreement
112305	2213	agreement
112305	2258	agreement
112305	4139	agreement
112305	5183	disagreement
112305	6136	disagreement
112305	6250	disagreement
112305	7313	agreement
112305	9337	disagreement
112305	10003	disagreement
112305	12099	disagreement
112305	101066	agreement
112305	101336	disagreement
112305	103166	disagreement
112305	104284	agreement
112305	107048	disagreement
112305	107316	disagreement
112305	108037	disagreement
112305	110121	Agreement
112305	110255	disagreement
112305	112135	disagreement
112305	9302272	neutral
112305	9306309	disagreement
112305	9308288	agreement
112305	9401204	disagreement
112305	9401219	neutral
112305	9402253	disagreement
112305	9402363	disagreement
112305	9404226	disagreement
112305	9409375	agreement
112305	9504364	disagreement
112305	9506313	disagreement
112305	9507284	agreement
112305	9510378	disagreement
112305	9512380	agreement
112305	9601360	disagreement
112305	9602322	agreement
112305	9602414	disagreement
112305	9604228	disagreement
112305	9606237	disagreement
112305	9607473	agreement
112305	9609449	disagreement
112305	9610297	agreement
112305	9701313	disagreement
112305	9703442	agreement
112305	9705219	disagreement
112305	9705253	disagreement
112305	9707371	disagreement
112305	9708326	disagreement
112305	9709356	disagreement
112305	9710336	disagreement
112305	9710428	disagreement
112305	9710438	agreement
112305	9711215	agreement
112305	9711377	agreement
112305	9712398	disagreement
112305	9801238	disagreement
112305	9801298	disagreement
112305	9801406	agreement
112305	9801456	disagreement
112305	9803269	disagreement
112305	9804294	disagreement
112305	9805349	disagreement
112305	9806308	disagreement
112305	9806471	disagreement
112305	9806501	disagreement
112305	9808487	agreement
112305	9901278	disagreement
112305	9903404	disagreement
112305	9904413	agreement
112305	9905528	disagreement
112305	9908371	agreement
112305	9909476	agreement
112305	9912516	agreement
9411278	9309310	disagreement
9411278	9406347	agreement
9411278	9409201	disagreement
9710350	9208242	agreement
9710350	9303238	disagreement
9710350	9306229	agreement
9710350	9307324	agreement
9710350	9309266	disagreement
9710350	9309310	agreement
9710350	9311288	disagreement
9710350	9312341	disagreement
9710350	9407317	disagreement
9710350	9408250	agreement
9710350	9412259	disagreement
9710350	9508397	agreement
9710350	9609517	agreement
9710350	9610506	disagreement
9710350	9703337	agreement
9710350	9704322	agreement
9710350	9709235	agreement
9710350	9709315	agreement
9706454	9211204	disagreement
9706454	9309266	disagreement
9706454	9309310	disagreement
9706454	9312341	disagreement
9706454	9702392	disagreement
9706454	9703276	disagreement
9706454	9703279	disagreement
9706454	9703287	disagreement
9706454	9703288	disagreement
9706454	9703299	agreement
9706454	9703311	agreement
9706454	9703337	disagreement
9706454	9703346	disagreement
9706454	9703375	agreement
9706454	9703444	disagreement
9706454	9704221	disagreement
9706454	9704275	agreement
9706454	9705416	disagreement
9706454	9705435	disagreement
9706454	9706298	disagreement
9806471	9207214	Neutral
9806471	9210215	agreement
9806471	9211304	agreement
9806471	9211321	disagreement
9806471	9212203	disagreement
9806471	9303225	disagreement
9806471	9303270	disagreement
9806471	9303280	disagreement
9806471	9303284	Agreement
9806471	9304225	disagreement
9806471	9304257	agreement
9806471	9307218	disagreement
9806471	9307247	neutral
9806471	9307249	disagreement
9806471	9307301	disagreement
9806471	9307318	agreement
9806471	9307364	disagreement
9806471	9308210	disagreement
9806471	9308246	agreement
9806471	9308272	agreement
9806471	9308349	disagreement
9806471	9309203	agreement
9806471	9309236	agreement
9806471	9309283	agreement
9806471	9310212	agreement
9806471	9310311	disagreement
9806471	9310326	agreement
